"","SITECODE","PERIOD","Site_P","COMMENTS","Start","End","RANGE","MID"
"538","EX-PRO03",2,"EX-PRO03-2","PREHISTORIC FEATURES (LATE BRONZE AGE-IRON AGE) CUT INTO LOWEST COLLUVIAL SPREADS OVER NATURAL",-1000,43,1043,-478.5
"539","EX-PRO03",3,"EX-PRO03-3","ROMAN DITCHES & PITS CUT INTO SECONDARY COLLUVIAL TYPE SPREADS CAPPING PREHISTORIC FEATURES",43,410,367,226.5
"540","EX-PRO03",4,"EX-PRO03-4","ANGLO SAXON CEMETERY + CHAMBER GRAVE AND ISOLATED CONTEMPORARY FEATURES",450,1050,600,750
"541","EX-PRO03",6,"EX-PRO03-6","POST MEDIEVAL - MODERN DEPOSITS & ISOLATED CUT FEATURES",1485,2000,515,1742.5
"542","FCC95",2,"FCC95-2","AD50-100",50,100,50,75
"543","FCC95",3,"FCC95-3","AD100-150",100,150,50,125
"544","FCC95",4,"FCC95-4","AD150-250",150,250,100,200
"545","FCC95",5,"FCC95-5","AD250-410",250,410,160,330
"546","FCC95",6,"FCC95-6","AD900-1500 (MEDIEVAL)",900,1500,600,1200
"547","FCC95",7,"FCC95-7","AD1500-1900 (POST-MED)",1500,1900,400,1700
"548","FEH95",2,"FEH95-2","Pre-Boudiccan",50,60,10,55
"549","FEH95",3,"FEH95-3","Post-Boudican activity and the first forum, AD 60-100",60,100,40,80
"550","FEH95",4,"FEH95-4","The second forum, AD 100-300",100,300,200,200
"551","FEH95",5,"FEH95-5","Late Roman activity, AD 300-400",300,400,100,350
"552","FEH95",6,"FEH95-6","Medieval activity",1000,1480,480,1240
"553","FEH95",7,"FEH95-7","Post-medieval activity",1480,1900,420,1690
"554","FER97",10,"FER97-10","1700 TO PRESENT",1700,2000,300,1850
"555","FER97",14,"FER97-14","POST-ROMAN DEPOSITS UNDATED OR UNCERTAIN. PROVISIONAL PERIOD FOR PURPOSES OF DIVIDING UP SEQUENCE",410,2000,1590,1205
"556","FER97",2,"FER97-2","PRE-BOUDICAN",43,61,18,52
"557","FER97",3,"FER97-3","POST-BOUDICAN PHASE",60,410,350,235
"558","FER97",4,"FER97-4","FLAVIAN (LATE 1ST CENTURY)",50,100,50,75
"559","FER97",5,"FER97-5","TRAJANIC-HADRIANIC (EARLY 2ND CENTURY, UP TO AND INCLUDING HADRIANIC FIRE)",100,140,40,120
"560","FER97",6,"FER97-6","LATE SAXON",850,1050,200,950
"561","FER97",7,"FER97-7","EARLY MEDIEVAL C.1050-1220",1050,1220,170,1135
"562","FER97",8,"FER97-8","MEDIEVAL C. 1220-1550",1220,1550,330,1385
"563","FER97",9,"FER97-9","POST- MEDIEVAL",1485,2000,515,1742.5
"564","FEU08",10,"FEU08-10","19TH CENTURY AND MODERN 1800-PRESENT",1800,2000,200,1900
"565","FEU08",2,"FEU08-2","PRE-BOUDICCAN FIRE, AD50-62",50,62,12,56
"566","FEU08",3,"FEU08-3","BOUDICCAN FIRE DEPOSITS C 62-65",62,65,3,63.5
"567","FEU08",4,"FEU08-4","POST BOUDICCAN FIRE, FIRST CENTURY 65-100",65,100,35,82.5
"568","FEU08",5,"FEU08-5","SECOND CENTURY, 100-200",100,200,100,150
"569","FEU08",6,"FEU08-6","LATEST ROMAN, 200-400",200,400,200,300
"570","FEU08",7,"FEU08-7","EARLY MEDIEVAL, 900-1150",900,1150,250,1025
"571","FEU08",8,"FEU08-8","LATER MEDIEVAL 1150-1550",1150,1550,400,1350
"572","FEU08",9,"FEU08-9","POST-MEDIEVAL, 1550-1800",1550,1800,250,1675
"573","FFL01",2,"FFL01-2","SAXON",450,1066,616,758
"574","FFL01",3,"FFL01-3","MEDIEVAL",1066,1485,419,1275.5
"575","FFL01",4,"FFL01-4","POST-MEDIEVAL TO MODERN",1485,2000,515,1742.5
"576","FIS96",2,"FIS96-2","AD1230 TO AD1660/1700",1230,1700,470,1465
"577","FIS96",3,"FIS96-3","AD1660/1700 TO PRESENT",1660,2000,340,1830
"578","FIS96",4,"FIS96-4","[same as period 3, due to shift in numbers between Oracle & ASS20?]",1660,2000,340,1830
"579","FNB02",2,"FNB02-2","1140 -1600",1140,1600,460,1370
"580","FNB02",3,"FNB02-3","1600 -1630",1600,1630,30,1615
"581","FNB02",4,"FNB02-4","1630 - 1670",1630,1670,40,1650
"582","FNB02",5,"FNB02-5","1670 - 1700",1670,1700,30,1685
"583","FNB02",6,"FNB02-6","1700 - 1876",1700,1876,176,1788
"584","FNB02",7,"FNB02-7","1876 - 1986",1876,1986,110,1931
"585","FOT01",2,"FOT01-2","MEDIEVAL PITS AND CHALK CESS PITS",1066,1485,419,1275.5
"586","FOT01",3,"FOT01-3","POST MED BUILDINGS",1485,2000,515,1742.5
"587","FSQ98",2,"FSQ98-2","MID TO LATE 14THC. PROBABLE QUARRY PIT. DIRTY BRICKEARTH PARTIAL BACKFILL & LEFT OPEN",1325,1400,75,1362.5
"588","FSQ98",3,"FSQ98-3","DITCH & QUARRYING ASSOC WITH BRICK MAKING/?BELLS/?POTS. CITY RUBBISH - LATE 15TH/16TH",1450,1600,150,1525
"589","FSQ98",4,"FSQ98-4","POSS CELLAR FRAG. NO DATING BUT QUITE LATE - 17TH/18TH? EARTHEN FLOOR?",1600,1800,200,1700
"590","FSU99",3,"FSU99-3","AD1477 - AD1600. QUARRY PITS AND SUBSEQUENT BACKFILLING.",1477,1600,123,1538.5
"591","FSU99",4,"FSU99-4","POST AD1600? POSSIBLE STRUCTURAL FEATURE - POST QUARRYING?",1600,2000,400,1800
"592","FUA02",3,"FUA02-3","MEDIEVAL ACTIVITY, C.1170-1500",1170,1500,330,1335
"593","FUA02",4,"FUA02-4","MARKET GARDENING, C.1500-C.1600",1500,1600,100,1550
"594","FUA02",5,"FUA02-5","POST-MED STRUCTURAL, C.1600-PRESNT DAY",1600,2000,400,1800
"595","GAF04",3,"GAF04-3","17TH/18TH C GLASSHOUSES B1-6 AND ASSOCIATED ACTIVITY IN  OA4-9",1600,1800,200,1700
"596","GAF04",4,"GAF04-4","19TH C FOUNDRY AND LATER GLASSWORKS BUILDINGS B7-27 AND ASSOCIATED ACTIVITY IN OA 10-15",1800,1900,100,1850
"597","GAG87",10,"GAG87-10","St Lawrence Jewry,the houses along the back lane and the first Guildhall",1050,1140,90,1095
"598","GAG87",11,"GAG87-11","The developing town",1140,1230,90,1185
"599","GAG87",12,"GAG87-12","The streets surrounding the Guildhall",1230,1270,40,1250
"600","GAG87",13,"GAG87-13","The Guildhall precint and the surrounding streets",1270,1350,80,1310
"601","GAG87",14,"GAG87-14","1350-1425 the Guildhall precint and College, Blackwell Hall market and the surrounding streets [ends 1411 in publication]",1350,1425,75,1387.5
"602","GAG87",15,"GAG87-15","The new Guildhall precint and the surrounding streets",1411,1550,139,1480.5
"603","GAG87",16,"GAG87-16","The Guildhall precint and the surrounding streets after the Reformation",1550,1666,116,1608
"604","GAG87",17,"GAG87-17","The Guidhall area after the Great Fire",1666,1770,104,1718
"605","GAG87",18,"GAG87-18","The creation of a modern local government precint",1770,1939,169,1854.5
"606","GAG87",2,"GAG87-2","External activity pre-dating amphitheatre",50,75,25,62.5
"607","GAG87",3,"GAG87-3","Construction and use of timber amphitheatre/remodelling of timber amphitheatre (after AD 91)",75,125,50,100
"608","GAG87",4,"GAG87-4","Construction and use of masonry amphitheatre (AD 125-late 2nd century)",125,200,75,162.5
"609","GAG87",5,"GAG87-5","Modifications to masonry amphitheatre (late 2nd C-late 3rd C)",150,300,150,225
"610","GAG87",6,"GAG87-6","Late rebuild of amphitheatre (late 3rd C to mid 4th C)",250,375,125,312.5
"611","GAG87",7,"GAG87-7","Abandonment and robbing of amphitheatre (mid to late 4th C)",325,400,75,362.5
"612","GAG87",8,"GAG87-8","'Dark earth' deposits (late 4th C AD and afterwards)",375,900,525,637.5
"613","GAG87",9,"GAG87-9","The evidence for post-Roman and Saxon occupation",410,1050,640,730
"614","GAH95",2,"GAH95-2","AD 70-120",70,120,50,95
"615","GAH95",3,"GAH95-3","AD 120-200",120,200,80,160
"616","GAH95",4,"GAH95-4","AD 200-400",200,400,200,300
"617","GAH95",6,"GAH95-6","1000-1200",1000,1200,200,1100
"618","GAH95",7,"GAH95-7","1200-1500",1200,1500,300,1350
"619","GAH95",8,"GAH95-8","1500-1800",1500,1800,300,1650
"620","GAS88",10,"GAS88-10","The end of Fastolf Place and changes to the waterfront in the 17th C",1600,1700,100,1650
"621","GAS88",2,"GAS88-2","Activity in the Roman period",43,410,367,226.5
"622","GAS88",3,"GAS88-3","Activity from the 11th to the 13th C",1000,1300,300,1150
"623","GAS88",4,"GAS88-4","Dunley's Place and the Rosary in the 14th C",1324,1400,76,1362
"624","GAS88",5,"GAS88-5","Dunley's Place and the reclamation of the Thames waterfront in the late 14th and early 15th centuries",1350,1440,90,1395
"625","GAS88",6,"GAS88-6","Fastolf Place (the former Dunley's Place): its moats and river frontage in the mid 15th C",1440,1475,35,1457.5
"626","GAS88",7,"GAS88-7","Fastolf Place: waterfront development and the construction of a tidal mill, late 15th to early 16th C",1459,1550,91,1504.5
"627","GAS88",8,"GAS88-8","Fastolf Place: changes in the first half of the 16th C",1500,1550,50,1525
"628","GAS88",9,"GAS88-9","Fastolf Place: further changes to the moats and waterfronts in the late 16th C",1550,1600,50,1575
"629","GDA06",2,"GDA06-2","MEDIEVAL 1270-1480",1270,1480,210,1375
"630","GDA06",3,"GDA06-3","1480-1650
EARLY POST MED",1480,1650,170,1565
"631","GDA06",4,"GDA06-4","1650-1800
POST MED",1650,1800,150,1725
"632","GDA06",5,"GDA06-5","1800-PRESENT",1800,2000,200,1900
"633","GDH85",10,"GDH85-10","St Lawrence Jewry,the houses along the back lane and the first Guildhall",1050,1140,90,1095
"634","GDH85",11,"GDH85-11","The developing town",1140,1230,90,1185
"635","GDH85",12,"GDH85-12","The streets surrounding the Guildhall",1230,1270,40,1250
"636","GDH85",13,"GDH85-13","The Guildhall precint and the surrounding streets",1270,1350,80,1310
"637","GDH85",14,"GDH85-14","The Guildhall precint and College, Blackwell Hall market and the surrounding streets [ends 1411 in publication]",1350,1411,61,1380.5
"638","GDH85",15,"GDH85-15","The new Guildhall precint and the surrounding streets",1411,1550,139,1480.5
"639","GDH85",16,"GDH85-16","The Guildhall precint and the surrounding streets after the Reformation",1550,1666,116,1608
"640","GDH85",17,"GDH85-17","The Guidhall area after the Great Fire",1666,1770,104,1718
"641","GDH85",18,"GDH85-18","The creation of a modern local government precint",1770,1939,169,1854.5
"642","GDH85",3,"GDH85-3","Construction and use of timber amphitheatre/remodelling of timber amphitheatre (after AD 91)",75,125,50,100
"643","GDH85",4,"GDH85-4","Construction and use of masonry amphitheatre (AD 125-late 2nd century)",125,200,75,162.5
"644","GDH85",6,"GDH85-6","Late rebuild of amphitheatre (late 3rd C to mid 4th C)",250,375,125,312.5
"645","GDH85",7,"GDH85-7","Abandonment and robbing of amphitheatre (mid to late 4th C)",325,400,75,362.5
"646","GDH85",8,"GDH85-8","'Dark earth' deposits (late 4th C AD and afterwards)",375,900,525,637.5
"647","GDH85",9,"GDH85-9","The evidence for post-Roman and Saxon occupation",410,1050,640,730
"648","GDV96",2,"GDV96-2","EARLY ROMAN: C AD 50-120",50,120,70,85
"649","GDV96",3,"GDV96-3","C. AD 120-250",120,250,130,185
"650","GDV96",4,"GDV96-4","LATE ROMAN: C. AD250-400",250,400,150,325
"651","GDV96",5,"GDV96-5","POST-ROMAN ACTIVITY: AD400+",400,2000,1600,1200
"652","GHB06",3,"GHB06-3"," Late Roman 250-400 AD after amphitheatre disuse",250,400,150,325
"653","GHB06",5,"GHB06-5","Late Saxon 970-1150 AD",970,1150,180,1060
"654","GHL89",10,"GHL89-10","AD 350+",350,410,60,380
"655","GHL89",3,"GHL89-3","AD 50-70",50,70,20,60
"656","GHL89",6,"GHL89-6","AD 120-160",120,160,40,140
"657","GHL89",7,"GHL89-7","AD 160-200",160,200,40,180
"658","GHL89",8,"GHL89-8","AD 200-270",200,270,70,235
"659","GHL89",9,"GHL89-9","AD 270-350",270,350,80,310
"660","GHM05",2,"GHM05-2","IRON AGE PREHISTORIC 100-43 BC",-100,43,143,-28.5
"661","GHM05",3,"GHM05-3","1ST CENTURY ROMAN AD 50-100",50,100,50,75
"662","GHM05",4,"GHM05-4","2ND CENTURY ROMAN AD 100-140/60",100,160,60,130
"663","GHM05",5,"GHM05-5","LATER ROMAN AD 200-400",200,400,200,300
"664","GHM05",7,"GHM05-7","EARLY MEDIEVAL 1050-1150 AD",1050,1150,100,1100
"665","GHM05",8,"GHM05-8","LATER MEDIEVAL 1150-1500 AD",1150,1500,350,1325
"666","GHM05",9,"GHM05-9","POST-MEDIEVAL TO MODERN 1500-1945",1500,1945,445,1722.5
"667","GHR82",10,"GHR82-10","AD 350+",350,410,60,380
"668","GHR82",3,"GHR82-3","AD 50-70",50,70,20,60
"669","GHR82",6,"GHR82-6","AD 120-160",120,160,40,140
"670","GHR82",7,"GHR82-7","AD 160-200",160,200,40,180
"671","GHR82",8,"GHR82-8","AD 200-270",200,270,70,235
"672","GHT00",2,"GHT00-2","PREHISTORIC LATE  NEOLITHIC (C 3500-2500 BC), PALAEOCHANNEL & MARSH SW CORNER OF SITE",-3500,-2500,1000,-3000
"673","GHT00",3,"GHT00-3","EARLY ROMAN ROADS, BUILDINGS, WELLS ETC AD 50-200",50,200,150,125
"674","GHT00",4,"GHT00-4","LATE ROMAN ACTIVITY AD 200-400, NO LATER DATING",200,400,200,300
"675","GHT00",5,"GHT00-5","SAXO-NORMAN REOCCUP AD 900-1100, MOSTLY PITS",900,1100,200,1000
"676","GHT00",6,"GHT00-6","MED 1101-1500, MASONRY CELLARS, WELLS  & LINED PITS",1101,1500,399,1300.5
"677","GHT00",7,"GHT00-7","POST-MED  1501+ WELLS, CESSPITS, ICEHOUSE",1501,2000,499,1750.5
"678","GIN90",10,"GIN90-10","PERIOD P1, DATED 1540-1650, DISSOLUTION (BRIEF REFOUNDING) AND POST-MED MANSIONS",1540,1650,110,1595
"679","GIN90",2,"GIN90-2","PERIOD R1, the Roman landscape, c40-400",40,400,360,220
"680","GLB96",2,"GLB96-2","C. 1580-1642, LAND USE POTENTIALLY CONTEMPORARY WITH THE USE OF THE GLOBE THEATRE",1580,1642,62,1611
"681","GLB96",3,"GLB96-3","MID/LATE 17TH CENTURY",1625,1700,75,1662.5
"682","GLB96",4,"GLB96-4","LATER 17TH CENTURY 
",1650,1700,50,1675
"683","GLB96",5,"GLB96-5","?18TH AND 19TH CENTURY. (MOSTLY INDUSTRIAL USE)",1700,1900,200,1800
"684","GL-FAI00",1,"GL-FAI00-1","NEOLITHIC 4000-2400BC",-4000,-2400,1600,-3200
"685","GL-FAI00",2,"GL-FAI00-2","BRONZE/IRON AGE 2400-AD43",-2400,43,2443,-1178.5
"686","GL-FAI00",3,"GL-FAI00-3","ROMAN AD43-410",43,410,367,226.5
"687","GL-FAI00",4,"GL-FAI00-4","SAXON AD410-1066",410,1066,656,738
"688","GL-FAI00",5,"GL-FAI00-5","MEDIEVAL/POST MEDIEVAL AD1066-1942",1066,1942,876,1504
"689","GL-FAI00",6,"GL-FAI00-6","MODERN 1943- PRESENT",1943,2000,57,1971.5
"690","GLS06",2,"GLS06-2","POTTERY PHASE - 1694-1749/50, DIVIDED INTO FOUR PHASES OF SUCCEEDING KILNS, WORKSHOP BUILDINGS",1694,1750,56,1722
"691","GLS06",3,"GLS06-3","GLASSWORKS PHASE - C.1750 - C.1830, TWO PHASES OF BOTTLE KILNS AND WORKSHOPS",1750,1830,80,1790
"692","GLS06",4,"GLS06-4","INDIVIDUAL VICTORIAN INDUSTRIES AND SOME DOMESTIC DWELLINGS, C.1830-1890/1900",1830,1900,70,1865
"693","GLS06",5,"GLS06-5","PRINTWORKS -1890/1900 - PRESENT. SITE USED AS A PRINTWORKS BEFORE DEMOLITION IN 1980'S",1890,2000,110,1945
"694","GLY01",2,"GLY01-2","ROMAN PERIOD AD50-400",50,400,350,225
"695","GLY01",3,"GLY01-3","EARLY MEDIEVAL 
AD1050-1370",410,1066,656,738
"696","GLY01",5,"GLY01-5","AD1538 ONWARDS",1538,2000,462,1769
"697","GRW91",10,"GRW91-10","AD 350+",350,410,60,380
"698","GRW91",4,"GRW91-4","AD 70-100",70,100,30,85
"699","GRW91",6,"GRW91-6","AD 120-160",120,160,40,140
"700","GSJ06",7,"GSJ06-7","Saxo-Norman",1050,1150,100,1100
"701","GSM97",7,"GSM97-7","300-410 AD",300,410,110,355
"702","GSM97",8,"GSM97-8","AD1000-AD1200",1000,1200,200,1100
"703","GSY07",2,"GSY07-2","ROMAN DITCHES, GRAVEL YARDS, BUILDINGS",43,410,367,226.5
"704","GSY07",3,"GSY07-3","MEDIEVAL CESSPIT AND PIT",1066,1485,419,1275.5
"705","GUD99",10,"GUD99-10","St Lawrence Jewry,the houses along the back lane and the first Guildhall",1050,1140,90,1095
"706","GUD99",11,"GUD99-11","The developing town",1140,1230,90,1185
"707","GUD99",13,"GUD99-13","The Guildhall precint and the surrounding streets",1270,1350,80,1310
"708","GUD99",14,"GUD99-14","The Guildhall precint and College, Blackwell Hall market and the surrounding streets [ends 1411 in publication]",1350,1411,61,1380.5
"709","GUD99",15,"GUD99-15","The new Guildhall precint and the surrounding streets",1411,1550,139,1480.5
"710","GUD99",16,"GUD99-16","The Guildhall precint and the surrounding streets after the Reformation",1550,1666,116,1608
"711","GUD99",17,"GUD99-17","The Guidhall area after the Great Fire",1666,1770,104,1718
"712","GUD99",18,"GUD99-18","The creation of a modern local government precint",1770,1939,169,1854.5
"713","GUD99",3,"GUD99-3","Construction and use of timber amphitheatre/remodelling of timber amphitheatre (after AD 91)",75,125,50,100
"714","GUD99",5,"GUD99-5","Modifications to masonry amphitheatre (late 2nd C-late 3rd C)",150,300,150,225
"715","GUD99",7,"GUD99-7","Abandonment and robbing of amphitheatre (mid to late 4th C)",325,400,75,362.5
"716","GYE92",10,"GYE92-10","1050-1140 (BASED ON POTTERY)
",1050,1140,90,1095
"717","GYE92",11,"GYE92-11","1140-1230 (BASED ON POTTERY)",1140,1230,90,1185
"718","GYE92",12,"GYE92-12","1230-1270: BASED ON POTTERY TPQS",1230,1270,40,1250
"719","GYE92",13,"GYE92-13","1270-1350: BASED ON POTTERY TPQS",1270,1350,80,1310
"720","GYE92",14,"GYE92-14","1350-1425: 1350 = POTTERY TPQ; 1425 = DOCUMENTARY (CROXTONE REBUILDING PROGRAMME)",1350,1425,75,1387.5
"721","GYE92",15,"GYE92-15","1425-1550: 1425 = DOCUMENTARY (CROXTONE); 1550 = POTTERY TPQ",1425,1550,125,1487.5
"722","GYE92",16,"GYE92-16","1550-1666: 1550 = POTTERY TPQ (NOTE ALSO DOCUMENTARY DATE OF 1588)",1550,1666,116,1608
"723","GYE92",17,"GYE92-17","1666-1790: GREAT FIRE TO 'DANCE' REBUILDING PROGRAMME",1666,1790,124,1728
"724","GYE92",18,"GYE92-18","1790-MODERN: 'DANCE' REBUILDING PROGRAMME TO WWII OR 1970S",1790,1980,190,1885
"725","GYE92",2,"GYE92-2","QUARRYING PRE AMPHITHEATRE 50-70",50,70,20,60
"726","GYE92",3,"GYE92-3","TIMBER AMPHITHEATRE 74-120",74,120,46,97
"727","GYE92",4,"GYE92-4","MASONRY AMPHITHEATRE 120-160",120,160,40,140
"728","GYE92",5,"GYE92-5","MASONRY AMPHITHEATRE RENOVATIONS 160-250",160,250,90,205
"729","GYE92",6,"GYE92-6","MASONRY AMPHITHEATRE NARROW WALL REBUILD 250-350/360",250,360,110,305
"730","GYE92",7,"GYE92-7","ROBBING AND BURIALS 360-400",360,400,40,380
"731","GYE92",8,"GYE92-8","DARK EARTH",375,900,525,637.5
"732","GYE92",9,"GYE92-9","POST DARK EARTH TO 1050",410,1050,640,730
"733","HA-RPY07",1,"HA-RPY07-1","BRONZE AGE",-2500,-800,1700,-1650
"734","HA-RPY07",2,"HA-RPY07-2","ROMAN",43,410,367,226.5
"735","HA-RPY07",3,"HA-RPY07-3","MEDIEVAL",1066,1485,419,1275.5
"736","HA-RPY07",4,"HA-RPY07-4","POST-MEDIEVAL",1485,2000,515,1742.5
"737","HA-RPY07",5,"HA-RPY07-5","MODERN",1900,2000,100,1950
"738","HBO10",1,"HBO10-1","ROMAN",43,410,367,226.5
"739","HBO10",2,"HBO10-2","1400-1666",1400,1666,266,1533
"740","HBO10",3,"HBO10-3","1666-1800",1666,1800,134,1733
"741","HBO10",4,"HBO10-4","1800-1900",1800,1900,100,1850
"742","HE-HAD00",2,"HE-HAD00-2","MBA 1500 - 1100BC",-1500,-1100,400,-1300
"743","HE-HAD00",7,"HE-HAD00-7","LATE POST MEDIEVAL AD1699 - 1950",1699,1950,251,1824.5
"744","HE-HBP99",3,"HE-HBP99-3","LBA 1100 - 700BC",-1100,-700,400,-900
"745","HE-HBP99",4,"HE-HBP99-4","LIA - EARLY ROMAN -100BC - AD160",-100,160,260,30
"746","HE-HBP99",7,"HE-HBP99-7","LATE POST MEDIEVAL - MODERN AD1699 - 1950",1699,1950,251,1824.5
"747","HEN78",6,"HEN78-6","AD 120-160",120,160,40,140
"748","HE-RES01",2,"HE-RES01-2","MBA 1500 - 1100BC",-1500,-1100,400,-1300
"749","HE-RES01",3,"HE-RES01-3","LBA 1100 - 700BC",-1100,-700,400,-900
"750","HE-RES01",4,"HE-RES01-4","LIA - EARLY ROMAN -100BC - AD160",-100,160,260,30
"751","HE-RES01",5,"HE-RES01-5","MEDIEVAL AD1170 - 1350",1170,1350,180,1260
"752","HE-RES01",6,"HE-RES01-6","EARLY POST MEDIEVAL AD 1500 - 1699",1500,1699,199,1599.5
"753","HE-RES01",7,"HE-RES01-7","POST MEDIEVAL AD 1699 - 1950",1699,1950,251,1824.5
"754","HHX10",2,"HHX10-2","18TH CENTURY BUILDINGS B1 AND B2",1700,1800,100,1750
"755","HHX10",3,"HHX10-3","LATE 19TH TO MID 20TH CENTURY THE DOULTON TERRACOTTA WORKS, B4 AND NUMEROUS STRUCTURES ASSOCIATED WITH THE WORKS (PLUS AN  EARLIER BUILDING B3)",1850,1975,125,1912.5
"756","HIB73",3,"HIB73-3","AD 50-70",50,70,20,60
"757","HIB73",4,"HIB73-4","AD 70-100",70,100,30,85
"758","HIB73",7,"HIB73-7","AD 160-200",160,200,40,180
"759","HIB79",10,"HIB79-10","AD 350+",350,410,60,380
"760","HIB79",3,"HIB79-3","AD 50-70",50,70,20,60
"761","HIB79",4,"HIB79-4","AD 70-100",70,100,30,85
"762","HIB79",6,"HIB79-6","AD 120-160",120,160,40,140
"763","HIB79",8,"HIB79-8","AD 200-270",200,270,70,235
"764","HIB79",9,"HIB79-9","AD 270-350",270,350,80,310
"765","HLS08",4,"HLS08-4","1600-1700",1600,1700,100,1650
"766","HLW06",10,"HLW06-10","AD1600-1700",1600,1700,100,1650
"767","HLW06",11,"HLW06-11","1700-1830",1700,1830,130,1765
"768","HLW06",12,"HLW06-12","1830+",1830,2000,170,1915
"769","HLW06",3,"HLW06-3","Early Roman activity",50,160,110,105
"770","HLW06",4,"HLW06-4","Later Roman activity",160,400,240,280
"771","HLW06",5,"HLW06-5","Early medieval/Saxon activity",400,1000,600,700
"772","HLW06",6,"HLW06-6","Saxo-Norman (early medieval-pre-priory/medieval) activity",1000,1150,150,1075
"773","HLW06",7,"HLW06-7","Medieval priory and settlement (1150-1190)",1150,1190,40,1170
"774","HLW06",8,"HLW06-8","Medieval priory and settlement (1190-1539)",1190,1539,349,1364.5
"775","HLW06",9,"HLW06-9","Post-dissolution 1540-1600",1540,1600,60,1570
"776","HR77",10,"HR77-10","AD 350+",350,410,60,380
"777","HR77",8,"HR77-8","AD 200-270",200,270,70,235
"778","HR77",9,"HR77-9","AD 270-350",270,350,80,310
"779","HR79",10,"HR79-10","AD 350+",350,410,60,380
"780","HR79",8,"HR79-8","AD 200-270",200,270,70,235
"781","HR79",9,"HR79-9","AD 270-350",270,350,80,310
"782","HSN99",1,"HSN99-1","MEDIEVAL PERIOD: DITCH (11TH-12THC), END OF USE OF DITCH (13THC) AND BARREL WELL (14THC)",1000,1400,400,1200
"783","HSN99",2,"HSN99-2","POST-MEDIEVAL PERIOD: CHALK AND BRICK STRUCTURES (16THC) AND LATER 18THC AND VICTORIAN CELLARS",1500,1901,401,1700.5
"784","HSU96",3,"HSU96-3","MED. ACTIVTY 1100 - 1350",1100,1350,250,1225
"785","HSU96",4,"HSU96-4","1350 - 1470",1350,1470,120,1410
"786","HSU96",5,"HSU96-5","1480 - 1600",1480,1600,120,1540
"787","HSU96",6,"HSU96-6","1600 - 1700",1600,1700,100,1650
"788","HSU96",7,"HSU96-7","1700 - 1800",1700,1800,100,1750
"789","HSU96",8,"HSU96-8","1800 - 1900",1800,1900,100,1850
"790","HSU96",9,"HSU96-9","20TH CENTURY  FEATURES - THESE HAVE NOT BEEN ASSIGNED LANDUSES",1900,2000,100,1950
"791","HUM90",6,"HUM90-6","AD 120-160",120,160,40,140
"792","HW/BR74",3,"HW/BR74-3","Pre-monastic activity",1000,1135,135,1067.5
"793","HW/BR74",4,"HW/BR74-4","Foundation and development",1135,1220,85,1177.5
"794","HW/BR74",6,"HW/BR74-6","Late monastic and dissolution",1350,1538,188,1444
"795","HW/BR74",7,"HW/BR74-7","Post-Dissolution",1538,1650,112,1594
"796","HW/BR74",8,"HW/BR74-8","Later development",1650,1900,250,1775
"797","HW/DD94",4,"HW/DD94-4","Foundation and development",1135,1220,85,1177.5
"798","HW/DD94",5,"HW/DD94-5","Expansion",1220,1350,130,1285
"799","HW/DD94",6,"HW/DD94-6","Late monastic and dissolution",1350,1538,188,1444
"800","HW/LT94",3,"HW/LT94-3","Pre-monastic activity",1000,1135,135,1067.5
"801","HW/LT94",4,"HW/LT94-4","Foundation and development",1135,1220,85,1177.5
"802","HW/LT94",5,"HW/LT94-5","Expansion",1220,1350,130,1285
"803","HW/LT94",6,"HW/LT94-6","Late monastic and dissolution",1350,1538,188,1444
"804","HW/LT94",7,"HW/LT94-7","Post-Dissolution",1538,1650,112,1594
"805","HW/LT94",8,"HW/LT94-8","Later development",1650,1900,250,1775
"806","HW/OP91",3,"HW/OP91-3","Pre-monastic activity",1000,1135,135,1067.5
"807","HW/OP91",4,"HW/OP91-4","Foundation and development",1135,1220,85,1177.5
"808","HW/OP91",5,"HW/OP91-5","Expansion",1220,1350,130,1285
"809","HW/OP91",6,"HW/OP91-6","Late monastic and dissolution",1350,1538,188,1444
"810","HW/OP91",7,"HW/OP91-7","Post-Dissolution",1538,1650,112,1594
"811","HW/OP91",8,"HW/OP91-8","Later development",1650,1900,250,1775
"812","HW/RW94",3,"HW/RW94-3","Pre-monastic activity",1000,1135,135,1067.5
"813","HW/RW94",4,"HW/RW94-4","Foundation and development",1135,1220,85,1177.5
"814","HW/RW94",5,"HW/RW94-5","Expansion",1220,1350,130,1285
"815","HW/RW94",6,"HW/RW94-6","Late monastic and dissolution",1350,1538,188,1444
"816","HW/RW94",8,"HW/RW94-8","Later development",1650,1900,250,1775
"817","HW/SL83",3,"HW/SL83-3","Pre-monastic activity",1000,1135,135,1067.5
"818","HW/SL83",4,"HW/SL83-4","Foundation and development",1135,1220,85,1177.5
"819","HW/SL83",5,"HW/SL83-5","Expansion",1220,1350,130,1285
"820","HW/SL83",6,"HW/SL83-6","Late monastic and dissolution",1350,1538,188,1444
"821","HW/SL83",7,"HW/SL83-7","Post-Dissolution",1538,1650,112,1594
"822","HW/SL83",8,"HW/SL83-8","Later development",1650,1900,250,1775
"823","JAN90",10,"JAN90-10","PERIOD P1, DATED 1540-1650, DISSOLUTION (BRIEF REFOUNDING) AND POST-MED MANSIONS",1540,1650,110,1595
